        Date        , GPU Clock [MHz] , Memory Clock [MHz] , UVD Clock [MHz] , UVD Clock [MHz] , GPU Temperature [°C] , GPU Temperature (Hot Spot) [°C] , Memory Temperature [°C] , GPU VRM Temperature [°C] , Mem1 VRM Temperature [°C] , Mem2 VRM Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , GPU Load [%] , Memory Controller Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Chip Power Draw [W] , GPU Voltage [V] , Memory Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2020-03-16 17:17:53 ,         844.0   ,            820.0   ,         105.0   ,         102.0   ,               52.0   ,                          52.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        0   ,                       1026   ,                       51   ,                  18.0   ,         1.200   ,            0.850   ,               38.5   ,                  7041   ,
2020-03-16 17:17:54 ,         873.0   ,            808.0   ,         105.0   ,         102.0   ,               52.0   ,                          52.0   ,                  56.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          3   ,                        1   ,                       1026   ,                       51   ,                  20.0   ,         0.725   ,            0.850   ,               38.5   ,                  7042   ,
2020-03-16 17:17:55 ,         941.0   ,            676.0   ,         105.0   ,         102.0   ,               52.0   ,                          53.0   ,                  56.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          4   ,                        2   ,                       1026   ,                       51   ,                  19.0   ,         0.725   ,            0.850   ,               38.5   ,                  7055   ,
2020-03-16 17:17:56 ,         809.0   ,            626.0   ,         105.0   ,         102.0   ,               52.0   ,                          53.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          0   ,                        0   ,                       1026   ,                       51   ,                  19.0   ,         1.200   ,            0.675   ,               38.5   ,                  7063   ,
2020-03-16 17:17:57 ,         871.0   ,           1000.0   ,         105.0   ,         102.0   ,               52.0   ,                          53.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          0   ,                        0   ,                       1026   ,                       51   ,                  23.0   ,         0.725   ,            0.850   ,               38.5   ,                  7070   ,
2020-03-16 17:17:58 ,         903.0   ,           1000.0   ,         105.0   ,         102.0   ,               52.0   ,                          53.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        0   ,                       1026   ,                       51   ,                  23.0   ,         0.725   ,            0.850   ,               38.5   ,                  7066   ,
2020-03-16 17:17:59 ,         881.0   ,            578.0   ,         105.0   ,         102.0   ,               52.0   ,                          53.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          7   ,                        2   ,                       1026   ,                       51   ,                  18.0   ,         0.725   ,            0.850   ,               38.5   ,                  7093   ,
2020-03-16 17:18:00 ,         874.0   ,            854.0   ,         105.0   ,         102.0   ,               52.0   ,                          53.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          2   ,                        1   ,                       1026   ,                       51   ,                  20.0   ,         0.725   ,            0.850   ,               38.6   ,                  7097   ,
2020-03-16 17:18:01 ,        1046.0   ,            628.0   ,         105.0   ,         102.0   ,               52.0   ,                          52.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          5   ,                        3   ,                       1026   ,                       51   ,                  17.0   ,         0.725   ,            0.850   ,               38.6   ,                  7096   ,
2020-03-16 17:18:02 ,         915.0   ,            984.0   ,         105.0   ,         102.0   ,               52.0   ,                          53.0   ,                  56.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          0   ,                        0   ,                       1026   ,                       51   ,                  23.0   ,         0.725   ,            0.850   ,               38.8   ,                  7100   ,
2020-03-16 17:18:03 ,         855.0   ,           1000.0   ,         105.0   ,         102.0   ,               52.0   ,                          53.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        0   ,                       1026   ,                       51   ,                  22.0   ,         0.725   ,            0.850   ,               38.8   ,                  7116   ,
2020-03-16 17:18:04 ,         883.0   ,           1000.0   ,         105.0   ,         102.0   ,               52.0   ,                          53.0   ,                  56.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        0   ,                       1026   ,                       51   ,                  24.0   ,         0.725   ,            0.850   ,               38.8   ,                  7114   ,
2020-03-16 17:18:05 ,         951.0   ,            994.0   ,         105.0   ,         102.0   ,               52.0   ,                          52.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          2   ,                        1   ,                       1026   ,                       51   ,                  25.0   ,         0.725   ,            0.850   ,               38.9   ,                  7120   ,
2020-03-16 17:18:06 ,         871.0   ,            856.0   ,         105.0   ,         102.0   ,               52.0   ,                          52.0   ,                  56.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          2   ,                        1   ,                       1026   ,                       51   ,                  21.0   ,         0.725   ,            0.850   ,               38.8   ,                  7126   ,
2020-03-16 17:18:07 ,         835.0   ,            202.0   ,         105.0   ,         102.0   ,               52.0   ,                          52.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          2   ,                        0   ,                       1026   ,                       51   ,                  10.0   ,         0.725   ,            0.675   ,               38.8   ,                  7135   ,
2020-03-16 17:18:08 ,         860.0   ,            972.0   ,         105.0   ,         102.0   ,               52.0   ,                          52.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          0   ,                        0   ,                       1026   ,                       51   ,                  23.0   ,         0.725   ,            0.850   ,               38.8   ,                  7137   ,
2020-03-16 17:18:09 ,         968.0   ,            322.0   ,         105.0   ,         102.0   ,               52.0   ,                          53.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          5   ,                        0   ,                       1059   ,                       51   ,                  15.0   ,         0.725   ,            0.675   ,               38.8   ,                  7179   ,
2020-03-16 17:18:10 ,         869.0   ,           1000.0   ,         105.0   ,         102.0   ,               52.0   ,                          53.0   ,                  56.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        0   ,                       1075   ,                       51   ,                  23.0   ,         0.725   ,            0.850   ,               38.8   ,                  7222   ,
2020-03-16 17:18:11 ,        1020.0   ,           1000.0   ,         105.0   ,         102.0   ,               52.0   ,                          53.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          5   ,                        0   ,                       1145   ,                       51   ,                  26.0   ,         0.725   ,            0.850   ,               38.8   ,                  7241   ,
2020-03-16 17:18:12 ,         825.0   ,            308.0   ,         105.0   ,         102.0   ,               52.0   ,                          53.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          0   ,                        0   ,                       1209   ,                       55   ,                  13.0   ,         0.725   ,            0.675   ,               38.8   ,                  7271   ,
2020-03-16 17:18:13 ,        1375.0   ,            586.0   ,         105.0   ,         102.0   ,               52.0   ,                          55.0   ,                  56.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         26   ,                        2   ,                       1285   ,                       55   ,                  31.0   ,         0.725   ,            0.850   ,               38.8   ,                  7298   ,
2020-03-16 17:18:14 ,        1157.0   ,            916.0   ,         105.0   ,         102.0   ,               53.0   ,                          53.0   ,                  54.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         11   ,                        1   ,                       1375   ,                       55   ,                  27.0   ,         0.725   ,            0.850   ,               38.8   ,                  7355   ,
2020-03-16 17:18:15 ,         856.0   ,           1000.0   ,         105.0   ,         102.0   ,               53.0   ,                          54.0   ,                  56.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        0   ,                       1465   ,                       55   ,                  23.0   ,         0.725   ,            0.850   ,               38.8   ,                  7384   ,
2020-03-16 17:18:16 ,         912.0   ,           1000.0   ,         105.0   ,         102.0   ,               53.0   ,                          54.0   ,                  56.0   ,                   47.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          1   ,                        0   ,                       1536   ,                       55   ,                  24.0   ,         0.725   ,            0.850   ,               38.8   ,                  7420   ,
2020-03-16 17:18:17 ,         958.0   ,           1000.0   ,         105.0   ,         102.0   ,               53.0   ,                          54.0   ,                  54.0   ,                   48.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,          4   ,                        0   ,                       1629   ,                       57   ,                  26.0   ,         1.200   ,            0.850   ,               38.8   ,                  7473   ,
2020-03-16 17:18:18 ,        1199.0   ,           1000.0   ,         105.0   ,         102.0   ,               53.0   ,                          55.0   ,                  56.0   ,                   48.0   ,                     0.0   ,                     0.0   ,               0   ,                   0   ,         10   ,                        0   ,                       2399   ,                       65   ,                  31.0   ,         0.725   ,            0.850   ,               38.6   ,                  7546   ,
2020-03-16 17:18:19 ,        2004.0   ,           1750.0   ,         105.0   ,         102.0   ,               58.0   ,                          76.0   ,                  60.0   ,                   48.0   ,                     0.0   ,                     0.0   ,              33   ,                1387   ,         91   ,                       39   ,                       2511   ,                       71   ,                 168.0   ,         1.200   ,            0.850   ,               39.5   ,                  7540   ,
2020-03-16 17:18:20 ,        2006.0   ,           1750.0   ,         105.0   ,         102.0   ,               58.0   ,                          76.0   ,                  62.0   ,                   49.0   ,                     0.0   ,                     0.0   ,              27   ,                1149   ,         89   ,                       39   ,                       2592   ,                       77   ,                 163.0   ,         1.200   ,            0.850   ,               39.8   ,                  7519   ,
2020-03-16 17:18:21 ,        2005.0   ,           1750.0   ,         105.0   ,         102.0   ,               59.0   ,                          77.0   ,                  62.0   ,                   50.0   ,                     0.0   ,                     0.0   ,              25   ,                1067   ,         85   ,                       38   ,                       2669   ,                       78   ,                 159.0   ,         1.200   ,            0.850   ,               39.8   ,                  7572   ,
2020-03-16 17:18:22 ,        1899.0   ,           1750.0   ,         105.0   ,         102.0   ,               59.0   ,                          76.0   ,                  62.0   ,                   50.0   ,                     0.0   ,                     0.0   ,              25   ,                1077   ,         81   ,                       36   ,                       2790   ,                       80   ,                 149.0   ,         1.200   ,            0.850   ,               39.8   ,                  7639   ,
2020-03-16 17:18:23 ,        1998.0   ,           1750.0   ,         105.0   ,         102.0   ,               59.0   ,                          77.0   ,                  64.0   ,                   51.0   ,                     0.0   ,                     0.0   ,              26   ,                1121   ,         84   ,                       38   ,                       2871   ,                       81   ,                 151.0   ,         1.200   ,            0.850   ,               39.6   ,                  7677   ,
2020-03-16 17:18:24 ,        2005.0   ,           1750.0   ,         105.0   ,         102.0   ,               59.0   ,                          76.0   ,                  64.0   ,                   51.0   ,                     0.0   ,                     0.0   ,              28   ,                1176   ,         72   ,                       35   ,                       2957   ,                       83   ,                 144.0   ,         1.200   ,            0.850   ,               39.6   ,                  7723   ,
2020-03-16 17:18:25 ,        1980.0   ,           1750.0   ,         105.0   ,         102.0   ,               60.0   ,                          76.0   ,                  64.0   ,                   52.0   ,                     0.0   ,                     0.0   ,              29   ,                1244   ,         86   ,                       39   ,                       3095   ,                       84   ,                 156.0   ,         1.200   ,            0.850   ,               39.6   ,                  7816   ,
2020-03-16 17:18:26 ,        1958.0   ,           1750.0   ,         105.0   ,         102.0   ,               59.0   ,                          76.0   ,                  64.0   ,                   52.0   ,                     0.0   ,                     0.0   ,              31   ,                1313   ,         83   ,                       40   ,                       3163   ,                       84   ,                 148.0   ,         1.200   ,            0.850   ,               39.5   ,                  7860   ,
2020-03-16 17:18:27 ,        1925.0   ,           1750.0   ,         105.0   ,         102.0   ,               59.0   ,                          76.0   ,                  64.0   ,                   52.0   ,                     0.0   ,                     0.0   ,              32   ,                1372   ,         80   ,                       38   ,                       3226   ,                       84   ,                 142.0   ,         1.200   ,            0.850   ,               39.5   ,                  7902   ,
2020-03-16 17:18:28 ,        1950.0   ,           1750.0   ,         105.0   ,         102.0   ,               59.0   ,                          75.0   ,                  64.0   ,                   53.0   ,                     0.0   ,                     0.0   ,              34   ,                1441   ,         79   ,                       38   ,                       3294   ,                       84   ,                 144.0   ,         1.200   ,            0.850   ,               39.5   ,                  7942   ,
2020-03-16 17:18:29 ,        1941.0   ,           1750.0   ,         105.0   ,         102.0   ,               60.0   ,                          75.0   ,                  64.0   ,                   53.0   ,                     0.0   ,                     0.0   ,              35   ,                1504   ,         77   ,                       37   ,                       3394   ,                       87   ,                 136.0   ,         1.200   ,            0.850   ,               39.5   ,                  8024   ,
2020-03-16 17:18:30 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               61.0   ,                          80.0   ,                  64.0   ,                   53.0   ,                     0.0   ,                     0.0   ,              37   ,                1562   ,         99   ,                       53   ,                       3447   ,                       87   ,                 180.0   ,         1.200   ,            0.850   ,               39.0   ,                  8063   ,
2020-03-16 17:18:31 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               61.0   ,                          85.0   ,                  66.0   ,                   53.0   ,                     0.0   ,                     0.0   ,              38   ,                1617   ,         99   ,                       52   ,                       3470   ,                       87   ,                 181.0   ,         1.200   ,            0.850   ,               38.9   ,                  8070   ,
2020-03-16 17:18:32 ,        2003.0   ,           1750.0   ,         105.0   ,         102.0   ,               61.0   ,                          83.0   ,                  68.0   ,                   54.0   ,                     0.0   ,                     0.0   ,              39   ,                1671   ,         99   ,                       51   ,                       3470   ,                       87   ,                 180.0   ,         1.200   ,            0.850   ,               38.8   ,                  8069   ,
2020-03-16 17:18:33 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               61.0   ,                          82.0   ,                  68.0   ,                   54.0   ,                     0.0   ,                     0.0   ,              41   ,                1746   ,         99   ,                       53   ,                       3470   ,                       87   ,                 184.0   ,         1.200   ,            0.850   ,               39.0   ,                  8073   ,
2020-03-16 17:18:34 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               62.0   ,                          83.0   ,                  68.0   ,                   55.0   ,                     0.0   ,                     0.0   ,              43   ,                1837   ,         99   ,                       54   ,                       3470   ,                       87   ,                 181.0   ,         1.200   ,            0.850   ,               38.9   ,                  8069   ,
2020-03-16 17:18:35 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               62.0   ,                          83.0   ,                  68.0   ,                   55.0   ,                     0.0   ,                     0.0   ,              46   ,                1934   ,         99   ,                       54   ,                       3470   ,                       87   ,                 182.0   ,         1.200   ,            0.850   ,               38.6   ,                  8070   ,
2020-03-16 17:18:36 ,        2001.0   ,           1750.0   ,         105.0   ,         102.0   ,               62.0   ,                          83.0   ,                  68.0   ,                   55.0   ,                     0.0   ,                     0.0   ,              49   ,                2062   ,         99   ,                       54   ,                       3470   ,                       87   ,                 182.0   ,         1.200   ,            0.850   ,               38.8   ,                  8081   ,
2020-03-16 17:18:37 ,        2003.0   ,           1750.0   ,         105.0   ,         102.0   ,               62.0   ,                          82.0   ,                  70.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              51   ,                2168   ,         97   ,                       53   ,                       3472   ,                       87   ,                 176.0   ,         1.200   ,            0.850   ,               39.5   ,                  8093   ,
2020-03-16 17:18:38 ,        2003.0   ,           1750.0   ,         105.0   ,         102.0   ,               62.0   ,                          83.0   ,                  70.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              54   ,                2296   ,         96   ,                       50   ,                       3472   ,                       87   ,                 177.0   ,         1.200   ,            0.850   ,               40.0   ,                  8090   ,
2020-03-16 17:18:39 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               62.0   ,                          82.0   ,                  70.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              57   ,                2407   ,         98   ,                       54   ,                       3472   ,                       87   ,                 180.0   ,         1.200   ,            0.850   ,               40.3   ,                  8086   ,
2020-03-16 17:18:40 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          83.0   ,                  70.0   ,                   56.0   ,                     0.0   ,                     0.0   ,              58   ,                2444   ,         99   ,                       53   ,                       3474   ,                       87   ,                 181.0   ,         1.200   ,            0.850   ,               40.3   ,                  8095   ,
2020-03-16 17:18:41 ,        2003.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          83.0   ,                  70.0   ,                   57.0   ,                     0.0   ,                     0.0   ,              58   ,                2439   ,         95   ,                       52   ,                       3478   ,                       87   ,                 180.0   ,         1.200   ,            0.850   ,               40.3   ,                  8097   ,
2020-03-16 17:18:42 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          85.0   ,                  70.0   ,                   57.0   ,                     0.0   ,                     0.0   ,              57   ,                2407   ,         99   ,                       55   ,                       3478   ,                       87   ,                 181.0   ,         1.200   ,            0.850   ,               40.0   ,                  8092   ,
2020-03-16 17:18:43 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          84.0   ,                  70.0   ,                   57.0   ,                     0.0   ,                     0.0   ,              57   ,                2407   ,         99   ,                       55   ,                       3478   ,                       87   ,                 181.0   ,         1.200   ,            0.850   ,               40.0   ,                  8089   ,
2020-03-16 17:18:44 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          83.0   ,                  70.0   ,                   57.0   ,                     0.0   ,                     0.0   ,              57   ,                2412   ,         98   ,                       52   ,                       3478   ,                       87   ,                 181.0   ,         1.200   ,            0.850   ,               40.0   ,                  8097   ,
2020-03-16 17:18:45 ,        2003.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          83.0   ,                  72.0   ,                   58.0   ,                     0.0   ,                     0.0   ,              57   ,                2401   ,         99   ,                       51   ,                       3478   ,                       87   ,                 181.0   ,         1.200   ,            0.850   ,               40.0   ,                  8099   ,
2020-03-16 17:18:46 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          83.0   ,                  70.0   ,                   58.0   ,                     0.0   ,                     0.0   ,              57   ,                2401   ,         96   ,                       51   ,                       3478   ,                       87   ,                 179.0   ,         1.200   ,            0.850   ,               40.0   ,                  8100   ,
2020-03-16 17:18:47 ,        2003.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          84.0   ,                  72.0   ,                   58.0   ,                     0.0   ,                     0.0   ,              57   ,                2407   ,         97   ,                       52   ,                       3478   ,                       80   ,                 178.0   ,         1.200   ,            0.850   ,               40.0   ,                  8092   ,
2020-03-16 17:18:48 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          85.0   ,                  72.0   ,                   58.0   ,                     0.0   ,                     0.0   ,              57   ,                2401   ,         99   ,                       52   ,                       3478   ,                       80   ,                 180.0   ,         1.200   ,            0.850   ,               39.9   ,                  8100   ,
2020-03-16 17:18:49 ,        2003.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          84.0   ,                  72.0   ,                   58.0   ,                     0.0   ,                     0.0   ,              57   ,                2407   ,         97   ,                       52   ,                       3478   ,                       80   ,                 177.0   ,         1.200   ,            0.850   ,               40.0   ,                  8098   ,
2020-03-16 17:18:50 ,        2003.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          84.0   ,                  72.0   ,                   59.0   ,                     0.0   ,                     0.0   ,              57   ,                2407   ,         99   ,                       52   ,                       3478   ,                       80   ,                 180.0   ,         1.200   ,            0.850   ,               40.0   ,                  8099   ,
2020-03-16 17:18:51 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          83.0   ,                  72.0   ,                   59.0   ,                     0.0   ,                     0.0   ,              56   ,                2391   ,         97   ,                       52   ,                       3478   ,                       80   ,                 181.0   ,         1.200   ,            0.850   ,               40.1   ,                  8098   ,
2020-03-16 17:18:52 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          84.0   ,                  72.0   ,                   59.0   ,                     0.0   ,                     0.0   ,              57   ,                2407   ,         99   ,                       51   ,                       3478   ,                       80   ,                 180.0   ,         1.200   ,            0.850   ,               40.1   ,                  8106   ,
2020-03-16 17:18:53 ,        2003.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          83.0   ,                  72.0   ,                   59.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         97   ,                       51   ,                       3478   ,                       80   ,                 179.0   ,         1.200   ,            0.850   ,               40.1   ,                  8106   ,
2020-03-16 17:18:54 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          84.0   ,                  72.0   ,                   59.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         98   ,                       53   ,                       3480   ,                       80   ,                 181.0   ,         1.200   ,            0.850   ,               40.1   ,                  8108   ,
2020-03-16 17:18:55 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          84.0   ,                  72.0   ,                   59.0   ,                     0.0   ,                     0.0   ,              57   ,                2412   ,         97   ,                       51   ,                       3480   ,                       80   ,                 178.0   ,         1.200   ,            0.850   ,               40.1   ,                  8120   ,
2020-03-16 17:18:56 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          84.0   ,                  74.0   ,                   60.0   ,                     0.0   ,                     0.0   ,              57   ,                2407   ,         99   ,                       53   ,                       3480   ,                       80   ,                 181.0   ,         1.200   ,            0.850   ,               40.1   ,                  8115   ,
2020-03-16 17:18:57 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          84.0   ,                  74.0   ,                   60.0   ,                     0.0   ,                     0.0   ,              56   ,                2391   ,         99   ,                       54   ,                       3480   ,                       80   ,                 180.0   ,         1.200   ,            0.850   ,               40.1   ,                  8114   ,
2020-03-16 17:18:58 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          84.0   ,                  72.0   ,                   60.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         98   ,                       54   ,                       3480   ,                       80   ,                 181.0   ,         1.200   ,            0.850   ,               40.1   ,                  8112   ,
2020-03-16 17:18:59 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               63.0   ,                          85.0   ,                  74.0   ,                   60.0   ,                     0.0   ,                     0.0   ,              56   ,                2391   ,         99   ,                       53   ,                       3480   ,                       80   ,                 183.0   ,         1.200   ,            0.850   ,               40.1   ,                  8124   ,
2020-03-16 17:19:00 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          87.0   ,                  74.0   ,                   60.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         98   ,                       54   ,                       3480   ,                       80   ,                 179.0   ,         1.200   ,            0.850   ,               40.1   ,                  8115   ,
2020-03-16 17:19:01 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          86.0   ,                  74.0   ,                   61.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         99   ,                       51   ,                       3485   ,                       80   ,                 180.0   ,         1.200   ,            0.850   ,               40.1   ,                  8115   ,
2020-03-16 17:19:02 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          85.0   ,                  76.0   ,                   61.0   ,                     0.0   ,                     0.0   ,              57   ,                2407   ,         98   ,                       54   ,                       3485   ,                       80   ,                 180.0   ,         1.200   ,            0.850   ,               40.1   ,                  8112   ,
2020-03-16 17:19:03 ,        2003.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          85.0   ,                  76.0   ,                   61.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         99   ,                       54   ,                       3485   ,                       80   ,                 183.0   ,         1.200   ,            0.850   ,               40.0   ,                  8120   ,
2020-03-16 17:19:04 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          86.0   ,                  76.0   ,                   61.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         98   ,                       54   ,                       3485   ,                       80   ,                 183.0   ,         1.200   ,            0.850   ,               40.0   ,                  8116   ,
2020-03-16 17:19:05 ,        2003.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          86.0   ,                  76.0   ,                   61.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         98   ,                       52   ,                       3485   ,                       80   ,                 180.0   ,         1.200   ,            0.850   ,               40.0   ,                  8116   ,
2020-03-16 17:19:06 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               65.0   ,                          86.0   ,                  76.0   ,                   61.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         98   ,                       55   ,                       3485   ,                       80   ,                 183.0   ,         1.200   ,            0.850   ,               40.0   ,                  8114   ,
2020-03-16 17:19:07 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          85.0   ,                  76.0   ,                   61.0   ,                     0.0   ,                     0.0   ,              57   ,                2407   ,         98   ,                       52   ,                       3485   ,                       80   ,                 181.0   ,         1.200   ,            0.850   ,               40.0   ,                  8124   ,
2020-03-16 17:19:08 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          86.0   ,                  76.0   ,                   61.0   ,                     0.0   ,                     0.0   ,              57   ,                2401   ,         98   ,                       55   ,                       3485   ,                       80   ,                 182.0   ,         1.200   ,            0.850   ,               40.0   ,                  8121   ,
2020-03-16 17:19:09 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          86.0   ,                  76.0   ,                   62.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         99   ,                       55   ,                       3485   ,                       80   ,                 182.0   ,         1.200   ,            0.850   ,               40.0   ,                  8119   ,
2020-03-16 17:19:10 ,        2003.0   ,           1750.0   ,         105.0   ,         102.0   ,               64.0   ,                          86.0   ,                  76.0   ,                   62.0   ,                     0.0   ,                     0.0   ,              57   ,                2401   ,         95   ,                       54   ,                       3493   ,                       81   ,                 180.0   ,         1.200   ,            0.850   ,               40.0   ,                  8136   ,
2020-03-16 17:19:11 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               65.0   ,                          87.0   ,                  76.0   ,                   62.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         99   ,                       51   ,                       3493   ,                       81   ,                 181.0   ,         1.200   ,            0.850   ,               40.0   ,                  8136   ,
2020-03-16 17:19:12 ,        2003.0   ,           1750.0   ,         105.0   ,         102.0   ,               65.0   ,                          86.0   ,                  76.0   ,                   62.0   ,                     0.0   ,                     0.0   ,              56   ,                2391   ,         97   ,                       53   ,                       3493   ,                       81   ,                 177.0   ,         1.200   ,            0.850   ,               40.0   ,                  8132   ,
2020-03-16 17:19:13 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               65.0   ,                          87.0   ,                  76.0   ,                   62.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         98   ,                       52   ,                       3503   ,                       83   ,                 182.0   ,         1.200   ,            0.850   ,               40.0   ,                  8137   ,
2020-03-16 17:19:14 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               65.0   ,                          86.0   ,                  76.0   ,                   62.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         99   ,                       54   ,                       3503   ,                       83   ,                 183.0   ,         1.200   ,            0.850   ,               40.0   ,                  8144   ,
2020-03-16 17:19:15 ,        2002.0   ,           1750.0   ,         105.0   ,         102.0   ,               65.0   ,                          87.0   ,                  76.0   ,                   62.0   ,                     0.0   ,                     0.0   ,              57   ,                2396   ,         98   ,                       54   ,                       3503   ,                       83   ,                 182.0   ,         1.200   ,            0.850   ,               40.0   ,                  8144   ,
